No,Longitude,Lattitude,N,P,K,Ca,Mg,Fe,Mn,Cu,Zn,B,b12,b11,b9,b8a,b8,b7,b6,b5,b4,b3,b2,b1,Sigma_VV,Sigma_VH,plia,lia,iafe,gamma0_vv,gamma0_vh,beta0_vv,beta0_vh
176,102.760857,-0.451257,2.69,0.15,0.922,0.81,0.25,377.2,153.37,4.18,15.66,17.63,0.2356,0.2319,1.5794,0.4316,0.456,0.4276,0.4156,0.4254,0.3516,0.3908,0.4172,0.4368,0.20246,0.04917,33.76593,33.81222,33.67039,0.24347,0.05913,0.36452,0.08852
177,102.761611,-0.444443,2.32,0.14,0.462,0.61,0.81,108.68,127.6,0.09,23.25,12.47,0.2199,0.212,1.5794,0.4247,0.4168,0.4243,0.3907,0.4187,0.326,0.3564,0.3582,0.4561,0.19435,0.04103,32.33755,32.33869,33.68661,0.23376,0.04935,0.34977,0.07384
178,102.762148,-0.444499,2.48,0.14,0.433,0.61,0.58,138.32,254.23,0.11,12.07,9.61,0.2236,0.2113,1.5794,0.4346,0.4304,0.4259,0.3944,0.4227,0.3344,0.3686,0.3768,0.4642,0.21438,0.05376,35.88374,35.92427,33.69036,0.25786,0.06466,0.38578,0.09674
179,102.762721,-0.444624,2.6,0.16,0.514,0.54,0.61,178.77,135.11,0.86,17.73,12.56,0.2222,0.2164,1.5794,0.4291,0.4376,0.4324,0.4011,0.4312,0.3298,0.364,0.392,0.4662,0.26828,0.0492,34.60432,34.60884,33.69371,0.3227,0.05918,0.48273,0.08853
180,102.763355,-0.44465,2.86,0.21,0.586,0.56,0.46,106.52,51.96,0.43,12.99,8.08,0.2156,0.2164,1.5794,0.4239,0.442,0.4292,0.4085,0.4377,0.3498,0.3706,0.4046,0.4408,0.23353,0.04805,32.9811,33.01351,33.69887,0.28092,0.0578,0.42015,0.08645
181,102.764144,-0.444852,2.46,0.14,0.36,0.6,0.67,93.09,281.75,2.38,18.42,5.97,0.2145,0.2186,1.5794,0.4263,0.4572,0.4294,0.4191,0.4329,0.352,0.3874,0.4264,0.4382,0.20712,0.03922,33.34019,33.34222,33.70427,0.24916,0.04718,0.37257,0.07055
182,102.763428,-0.444371,2.39,0.16,0.476,0.58,0.29,85.05,938.32,0.71,11.61,8.64,0.2213,0.2159,1.5794,0.4317,0.4412,0.4261,0.4108,0.4319,0.3442,0.3786,0.4024,0.4598,0.23441,0.05088,33.26349,33.28861,33.69991,0.28199,0.06121,0.42173,0.09154
183,102.763439,-0.443957,2.37,0.16,0.501,0.55,0.99,87.65,388.22,0.09,18.05,14.94,0.2322,0.2094,1.5794,0.4489,0.4464,0.4396,0.3954,0.4242,0.3318,0.376,0.4008,0.4678,0.24552,0.04862,31.88872,31.89078,33.7005,0.29536,0.05849,0.44171,0.08747
184,102.762944,-0.443665,2.4,0.15,1.026,0.33,0.72,136.62,424.96,1.96,12.82,12.91,0.2358,0.2208,1.5794,0.4538,0.4352,0.4483,0.4079,0.4445,0.3364,0.373,0.3852,0.4781,0.30153,0.05382,31.56255,31.59174,33.69775,0.36272,0.06474,0.5425,0.09683
185,102.762393,-0.44372,2.49,0.17,0.789,0.49,0.41,122.87,129.28,0.09,15.21,9.49,0.2363,0.2186,1.5794,0.4482,0.4364,0.4449,0.4151,0.4372,0.3466,0.3706,0.3916,0.4762,0.16355,0.03719,35.3251,35.32714,33.69385,0.19672,0.04473,0.29427,0.06691
186,102.761761,-0.443677,2.69,0.19,0.836,0.34,0.47,128.58,91.54,0.86,27.68,5.69,0.2254,0.2164,1.5794,0.4385,0.4324,0.436,0.399,0.4331,0.3352,0.357,0.3852,0.4623,0.15692,0.03818,34.70846,34.70906,33.68838,0.18875,0.04592,0.2824,0.0687
187,102.761199,-0.443367,2.57,0.18,,0.35,0.35,154.53,108.23,0.09,15.22,12.06,0.2216,0.2137,1.5793,0.4314,0.4228,0.4273,0.3936,0.4197,0.3218,0.3458,0.3688,0.4515,0.16656,0.03583,35.49988,35.50546,33.68512,0.20034,0.0431,0.29977,0.06449
188,102.76183,-0.438355,2.49,0.16,0.47,0.48,0.61,513.24,269.21,0.09,13.24,14.06,0.1721,0.1854,1.5795,0.3662,0.414,0.3672,0.3245,0.3641,0.2746,0.3296,0.3666,0.3158,0.1682,0.04353,29.77339,29.80664,33.6961,0.20233,0.05236,0.30264,0.07832
189,102.762356,-0.438539,2.73,0.16,0.519,0.48,0.58,230.0,382.98,0.87,25.5,11.61,0.1625,0.1737,1.5794,0.3552,0.3984,0.3495,0.3201,0.3387,0.2728,0.3074,0.353,0.2944,0.23824,0.04191,35.64558,35.95604,33.69983,0.2866,0.05041,0.42861,0.07539
190,102.763025,-0.43867,2.68,0.2,0.549,0.46,0.52,102.47,302.67,0.09,14.05,6.22,0.1513,0.168,1.5794,0.3493,0.3738,0.3465,0.2989,0.3335,0.2492,0.2784,0.3232,0.2768,0.17241,0.02832,37.52159,38.29484,33.70519,0.20741,0.03407,0.31013,0.05094
191,102.76324,-0.439191,2.43,0.19,0.939,0.43,0.3,104.26,171.08,0.11,10.54,8.04,0.1524,0.1708,1.5794,0.3522,0.3868,0.3473,0.3088,0.3428,0.2586,0.294,0.3442,0.283,0.20048,0.04116,36.83813,36.87684,33.7064,0.24119,0.04952,0.36061,0.07403
192,102.763125,-0.438458,2.5,0.17,0.5685,0.23,0.56,104.26,217.93,1.73,17.47,10.73,0.1516,0.1643,1.5794,0.347,0.3692,0.3369,0.2839,0.3276,0.2376,0.2774,0.2984,0.2769,0.15686,0.02592,38.91079,39.50388,33.70602,0.18871,0.03118,0.28216,0.04662
193,102.763309,-0.437974,2.38,0.15,0.242,0.23,0.56,130.31,305.87,0.09,28.18,14.23,0.1538,0.1612,1.5793,0.3486,0.3708,0.3385,0.2737,0.3186,0.229,0.2668,0.2922,0.2723,0.19782,0.03011,38.06125,38.09525,33.70794,0.23799,0.03623,0.35582,0.05416
194,102.763007,-0.437873,2.53,0.18,0.393,0.29,0.72,102.96,433.68,0.21,9.44,7.73,0.1497,0.1643,1.5794,0.3439,0.367,0.3351,0.2808,0.3161,0.2294,0.2698,0.2874,0.2701,0.21479,0.04101,32.90346,32.98446,33.70515,0.2584,0.04934,0.38638,0.07377
195,102.762291,-0.437603,1.71,0.16,0.326,0.11,0.78,260.87,206.7,0.09,17.49,14.48,0.1527,0.1767,1.5793,0.3422,0.382,0.3294,0.3056,0.3335,0.2476,0.2852,0.3328,0.2779,0.18469,0.03366,34.64305,34.64705,33.70037,0.22217,0.04049,0.33226,0.06055
196,102.761826,-0.437435,2.36,0.17,0.358,0.28,0.7,273.92,252.98,0.09,26.47,21.03,0.1557,0.1786,1.5792,0.3481,0.3796,0.3423,0.3115,0.3397,0.263,0.293,0.3264,0.2744,0.14491,0.03116,31.88682,31.88887,33.69734,0.17432,0.03748,0.26072,0.05606
197,102.761756,-0.43898,2.31,0.15,0.366,0.34,0.55,419.86,99.3,0.65,11.98,18.18,0.181,0.1897,1.5794,0.3778,0.42,0.3741,0.3582,0.3742,0.3,0.3464,0.371,0.3321,0.21642,0.0461,33.01084,33.29679,33.69485,0.26033,0.05546,0.38941,0.08295
198,102.76219,-0.439134,2.18,0.14,0.438,0.21,0.88,448.66,254.63,0.21,14.29,17.74,0.1617,0.1841,1.5794,0.3649,0.4244,0.3689,0.3331,0.3658,0.2928,0.345,0.3836,0.3046,0.2702,0.031,34.13018,34.6977,33.69819,0.32503,0.03729,0.48613,0.05577
199,102.761803,-0.439312,2.48,0.16,0.614,0.27,0.49,274.68,192.69,0.11,10.17,8.52,0.1815,0.1968,1.5794,0.3828,0.4268,0.3835,0.3744,0.3913,0.3168,0.35,0.3836,0.3467,0.23458,0.03988,34.34747,34.78025,33.69538,0.28217,0.04797,0.42207,0.07175
200,102.762363,-0.439497,2.73,0.15,0.437,0.25,0.48,469.88,80.74,1.06,11.9,11.29,0.1751,0.182,1.5794,0.3809,0.4344,0.3802,0.3401,0.368,0.2886,0.3504,0.3938,0.3229,0.23094,0.0421,33.64353,33.65136,33.69922,0.2778,0.05065,0.41548,0.07575
201,102.764762,-0.447391,2.72,0.16,0.528,0.15,0.52,82.06,159.24,4.03,31.95,12.45,0.2378,0.2337,1.5794,0.4494,0.4476,0.4528,0.4402,0.4568,0.3698,0.3958,0.398,0.4932,0.16977,0.0423,33.07104,33.07224,33.70525,0.20424,0.05089,0.30539,0.07609
202,102.764792,-0.44696,1.95,0.1,0.29,0.16,0.77,64.42,217.77,1.55,20.55,10.0,0.2363,0.2325,1.5794,0.4477,0.4636,0.4501,0.4427,0.4554,0.3688,0.4026,0.4132,0.4861,0.16084,0.04403,32.70064,32.71893,33.70574,0.19349,0.05297,0.28931,0.07921
203,102.765253,-0.446975,2.42,0.14,0.401,0.24,0.78,68.87,74.05,2.96,23.27,13.63,0.2448,0.2354,1.5794,0.4569,0.458,0.4612,0.4464,0.459,0.373,0.4042,0.4196,0.4861,0.17226,0.03879,33.89224,33.92022,33.709,0.20725,0.04667,0.30984,0.06977
204,102.765417,-0.447335,2.35,0.14,0.452,0.32,0.67,79.01,261.94,2.98,32.9,11.06,0.252,0.2364,1.5794,0.4635,0.4572,0.4631,0.4464,0.461,0.3752,0.3996,0.4256,0.4861,0.21403,0.0318,33.68769,33.68783,33.70996,0.2575,0.03826,0.38495,0.05719
205,102.765008,-0.445417,2.66,0.16,0.508,0.27,0.63,64.29,122.21,2.66,23.59,14.19,0.2316,0.2296,1.5794,0.4508,0.4628,0.454,0.432,0.4562,0.3606,0.4016,0.4288,0.4794,0.18671,0.04927,33.54766,33.59949,33.7103,0.22463,0.05928,0.33582,0.08862
206,102.765531,-0.445438,2.52,0.15,0.635,0.46,0.45,70.79,114.28,1.16,18.31,14.43,0.2424,0.2319,1.5794,0.4547,0.4736,0.4591,0.4408,0.4601,0.3632,0.4152,0.4416,0.4794,0.26479,0.03576,33.65881,33.66958,33.71357,0.31858,0.04302,0.4762,0.06431
207,102.765535,-0.444902,2.61,0.15,0.509,0.36,0.56,96.97,253.47,4.31,36.29,7.4,0.2394,0.2319,1.5794,0.4556,0.4664,0.4568,0.4445,0.4613,0.3698,0.4004,0.45,0.471,0.23602,0.05183,33.18627,33.36829,33.71426,0.28396,0.06236,0.42445,0.09321
208,102.765093,-0.44464,2.31,0.15,0.498,0.4,0.59,93.86,76.39,2.3,41.44,17.78,0.2281,0.223,1.5794,0.4426,0.4572,0.4421,0.4346,0.448,0.3726,0.4028,0.4216,0.471,0.25912,0.04303,33.06688,33.22616,33.71122,0.31175,0.05178,0.46603,0.0774
209,102.801026,-0.552654,2.36,0.11,0.703,0.43,0.34,97.13,121.15,2.07,8.91,12.49,0.134,0.1664,1.5793,0.3869,0.3748,0.3744,0.2371,0.3309,0.1826,0.2052,0.2084,0.2385,0.23404,0.05117,35.08478,35.10377,33.80624,0.2819,0.06163,0.41988,0.0918
210,102.800639,-0.552428,2.56,0.13,0.932,0.47,0.28,338.01,153.83,5.51,16.53,15.18,0.1367,0.1695,1.5793,0.3883,0.3676,0.3736,0.2428,0.3349,0.1924,0.2072,0.2056,0.2542,0.2371,0.04664,34.59536,34.6304,33.8034,0.28557,0.05618,0.42539,0.08369
211,102.801329,-0.553631,2.73,0.15,0.572,0.52,0.47,56.11,279.48,1.48,16.24,6.99,0.1294,0.1646,1.5793,0.3771,0.3626,0.3664,0.2329,0.3222,0.1732,0.2008,0.1936,0.2252,0.19358,0.03558,31.68189,31.70551,33.80661,0.23316,0.04285,0.34728,0.06383
212,102.80156,-0.553882,2.9,0.17,0.327,0.21,0.59,108.76,582.29,1.58,14.24,6.88,0.1257,0.1628,1.5794,0.3763,0.3596,0.3594,0.2225,0.3204,0.1692,0.1832,0.1874,0.2156,0.19924,0.03494,30.37732,30.38039,33.80824,0.23999,0.04208,0.35742,0.06267
213,102.800749,-0.553149,2.56,0.15,0.437,0.12,0.56,67.44,286.46,4.55,18.71,6.94,0.1327,0.1708,1.5794,0.3873,0.367,0.3724,0.2445,0.3382,0.182,0.2078,0.2078,0.2472,0.17912,0.03779,33.41421,33.45831,33.80293,0.21574,0.04551,0.32137,0.06779
214,102.800389,-0.552892,2.46,0.14,0.842,0.07,0.62,81.94,278.09,6.16,22.18,12.69,0.1351,0.1702,1.5793,0.3869,0.3688,0.3759,0.2449,0.3384,0.1814,0.2068,0.2186,0.2514,0.20946,0.03356,32.15947,32.23858,33.80122,0.25228,0.04042,0.37582,0.06021
215,102.801612,-0.551553,2.45,0.15,0.616,0.17,0.61,78.62,434.87,1.9,20.84,10.37,0.1354,0.1722,1.5794,0.3724,0.3514,0.3612,0.247,0.3282,0.1872,0.2034,0.2028,0.2422,0.26513,0.03493,34.46151,34.4865,33.81172,0.31937,0.04207,0.47558,0.06265
216,102.801211,-0.551344,2.9,0.18,0.696,1.11,0.59,96.07,253.37,3.17,16.68,15.07,0.1378,0.172,1.5794,0.3729,0.3504,0.3597,0.2485,0.3292,0.192,0.2106,0.2138,0.2461,0.23448,0.03501,33.80814,33.80814,33.80947,0.28244,0.04217,0.42062,0.06281
217,102.802376,-0.550273,2.69,0.16,0.86,1.08,0.59,75.76,284.97,4.2,23.66,9.26,0.1319,0.1663,1.5793,0.3664,0.3614,0.3506,0.2377,0.3207,0.1864,0.2072,0.21,0.2347,0.18438,0.03664,33.94091,33.95598,33.81949,0.22212,0.04413,0.33067,0.0657
218,102.801956,-0.550016,2.59,0.14,0.307,1.09,0.85,96.84,359.52,0.32,15.87,11.2,0.1307,0.1673,1.5793,0.375,0.367,0.3556,0.2372,0.324,0.1826,0.21,0.216,0.2347,0.13877,0.02743,32.3347,32.35445,33.81727,0.16717,0.03304,0.24889,0.0492
219,102.80359,-0.549653,2.18,0.12,0.415,1.34,0.6,82.8,44.26,4.64,24.94,10.3,0.1303,0.1676,1.5793,0.3771,0.3652,0.3635,0.235,0.3285,0.1832,0.2034,0.2014,0.2293,0.25025,0.04894,31.50525,31.50553,33.82961,0.3015,0.05897,0.44868,0.08775
220,102.804019,-0.549819,2.61,0.13,0.744,0.64,0.61,64.79,106.91,4.81,19.57,6.26,0.1307,0.1677,1.5793,0.3764,0.3646,0.3625,0.2267,0.3235,0.171,0.1952,0.1988,0.2262,0.18841,0.03147,34.19684,34.21057,33.832,0.22701,0.03792,0.33778,0.05643
221,102.802489,-0.549554,2.46,0.13,0.347,0.85,0.72,99.04,340.81,4.7,15.38,6.77,0.1343,0.1707,1.5793,0.3713,0.3602,0.3569,0.2391,0.3229,0.1848,0.2092,0.212,0.2374,0.20847,0.03261,36.10617,36.11667,33.82135,0.25115,0.03929,0.37385,0.05849
222,102.802726,-0.549386,2.54,0.14,0.607,0.83,0.55,86.18,328.39,4.19,21.68,7.66,0.1324,0.1702,1.5793,0.3751,0.3572,0.3555,0.2381,0.3222,0.1828,0.2092,0.2094,0.2374,0.28048,0.04314,33.8062,33.9402,33.82427,0.3379,0.05197,0.50294,0.07735
223,102.803435,-0.548249,2.28,0.17,0.516,1.23,0.7,77.87,295.37,2.26,13.75,7.26,0.1332,0.1705,1.5794,0.3628,0.3628,0.349,0.2308,0.3144,0.1824,0.2108,0.2096,0.2317,0.17843,0.0361,38.21523,38.21617,33.82978,0.21497,0.0435,0.3199,0.06473
224,102.803049,-0.548076,2.5,0.18,0.569,0.64,0.58,63.06,425.79,1.82,9.76,12.1,0.1339,0.1706,1.5793,0.369,0.3588,0.35,0.2412,0.3195,0.1852,0.2136,0.2158,0.2337,0.143,0.04112,35.46525,35.57131,33.82763,0.17229,0.04954,0.25641,0.07373
225,102.804631,-0.548164,2.43,0.15,0.702,0.46,0.48,60.37,32.0,4.91,19.95,8.17,0.1272,0.1673,1.5793,0.3859,0.3754,0.372,0.2279,0.3287,0.1696,0.1998,0.1936,0.2232,0.16303,0.03568,30.79377,30.80096,33.83931,0.19644,0.04299,0.29222,0.06396
226,102.805221,-0.548028,2.23,0.13,0.334,0.17,0.34,28.71,43.76,1.39,7.04,6.97,0.1317,0.1731,1.5793,0.3927,0.375,0.3753,0.228,0.3337,0.17,0.192,0.1994,0.2247,0.20391,0.03687,33.84262,33.84262,33.84396,0.24572,0.04443,0.36546,0.06608
227,102.80537,-0.548011,2.27,0.15,0.98,0.73,0.37,71.96,66.95,5.32,16.98,12.65,0.1326,0.1747,1.5793,0.388,0.3784,0.3704,0.2282,0.3303,0.1692,0.191,0.1964,0.2247,0.20711,0.03609,33.84327,33.84327,33.84461,0.24957,0.04349,0.37118,0.06468
228,102.80502,-0.547789,2.42,0.16,0.833,0.56,0.48,64.49,120.58,5.24,18.04,8.69,0.1317,0.1727,1.5793,0.3812,0.3714,0.3705,0.2305,0.3293,0.171,0.1946,0.2002,0.2232,0.20073,0.03473,33.70826,33.70911,33.84229,0.24187,0.04185,0.35977,0.06225
229,102.804244,-0.547189,2.36,0.14,0.937,0.25,0.47,88.02,158.32,5.28,23.43,24.36,0.1313,0.1694,1.5793,0.3881,0.3692,0.3709,0.227,0.3291,0.1754,0.2022,0.2078,0.2282,0.27992,0.03038,32.31211,32.3131,33.83739,0.33728,0.03661,0.50178,0.05446
230,102.80488,-0.546512,2.34,0.14,0.764,0.5,0.67,107.73,99.38,3.59,14.8,10.33,0.1313,0.1751,1.5793,0.3837,0.3646,0.3672,0.2354,0.3308,0.1804,0.2034,0.2026,0.2251,0.22393,0.03869,33.73205,33.7629,33.8431,0.26984,0.04662,0.40135,0.06934
231,102.80421,-0.546121,2.19,0.14,0.74,0.15,0.58,81.36,64.51,3.64,15.09,14.27,0.134,0.176,1.5793,0.3861,0.3706,0.3715,0.2339,0.3356,0.1768,0.2002,0.2,0.2302,0.17163,0.03424,29.54982,29.5499,33.83902,0.20681,0.04126,0.30765,0.06138
232,102.804237,-0.545883,2.68,0.15,1.061,0.44,0.44,77.2,11.51,7.01,18.1,18.36,0.1357,0.1811,1.5793,0.3895,0.372,0.3723,0.2356,0.3306,0.1824,0.2008,0.2018,0.2367,0.16997,0.03099,31.07425,31.12635,33.83944,0.2048,0.03734,0.30465,0.05554
233,102.816976,-0.553941,2.23,0.13,0.521,0.49,0.68,60.17,35.03,4.22,15.35,15.81,0.1126,0.1694,1.2783,0.3708,0.355,0.3477,0.1825,0.3046,0.1288,0.1516,0.1526,0.1603,0.19872,0.055,33.30592,33.31105,33.91909,0.23967,0.06633,0.35545,0.09837
234,102.817329,-0.554183,2.27,0.15,0.416,0.66,0.71,86.8,82.22,2.81,17.07,23.02,0.1109,0.1676,1.2542,0.3757,0.3584,0.3515,0.1796,0.3069,0.1296,0.155,0.1514,0.1576,0.24296,0.03938,36.34374,36.41275,33.92136,0.29303,0.04749,0.43456,0.07043
235,102.816144,-0.553766,2.6,0.17,0.539,0.65,0.64,105.06,166.65,3.0,15.53,20.74,0.115,0.1718,1.2805,0.3754,0.353,0.3517,0.1883,0.3092,0.1324,0.1554,0.1494,0.164,0.19655,0.0378,32.31586,32.32374,33.91384,0.23704,0.04558,0.35162,0.06762
236,102.815875,-0.55361,2.59,0.18,0.698,0.75,0.66,97.41,28.22,0.09,13.9,18.06,0.1136,0.1718,1.301,0.3736,0.3548,0.3537,0.1874,0.3075,0.1352,0.1542,0.1512,0.164,0.20197,0.04059,33.55215,33.59512,33.91212,0.24357,0.04895,0.36133,0.07262
237,102.816836,-0.552776,2.15,0.15,0.45,0.97,0.63,82.71,130.21,2.43,16.34,18.85,0.1163,0.1729,1.2895,0.3711,0.355,0.354,0.1856,0.3039,0.13,0.151,0.1494,0.1648,0.11517,0.0389,33.74345,33.74372,33.92043,0.13891,0.04692,0.20601,0.06959
238,102.816505,-0.552553,2.61,0.17,0.452,1.02,0.59,130.86,304.1,0.09,19.5,19.42,0.1149,0.1729,1.2895,0.3776,0.3566,0.3564,0.1804,0.3091,0.1288,0.1522,0.149,0.1648,0.13764,0.04366,33.90094,33.90094,33.91811,0.166,0.05265,0.24621,0.07809
239,102.817536,-0.553075,2.36,0.17,0.329,0.91,0.71,53.75,392.08,2.11,19.08,24.86,0.112,0.1698,1.2549,0.3782,0.348,0.3601,0.1829,0.3091,0.1268,0.1466,0.1438,0.16,0.17459,0.03461,35.91823,35.9352,33.92458,0.21058,0.04175,0.31225,0.06191
240,102.81785,-0.55326,2.82,0.19,0.595,0.76,0.54,69.65,196.75,2.0,19.78,17.85,0.1116,0.1688,1.2549,0.3772,0.3532,0.3571,0.1798,0.3059,0.1224,0.144,0.1418,0.16,0.18352,0.03569,34.55079,34.56102,33.92686,0.22136,0.04304,0.3282,0.06382
241,102.817598,-0.551538,2.43,0.17,0.416,0.94,0.84,80.09,282.54,3.72,16.57,12.34,0.1145,0.1737,1.2679,0.3837,0.3538,0.3674,0.1839,0.3158,0.1296,0.152,0.146,0.1614,0.23001,0.03598,33.28633,33.29417,33.92776,0.27744,0.0434,0.41135,0.06435
242,102.817247,-0.551312,2.38,0.16,0.402,0.62,0.54,68.8,304.59,3.19,17.25,9.15,0.1127,0.1721,1.2887,0.382,0.3698,0.3602,0.1823,0.3115,0.127,0.1516,0.149,0.164,0.22453,0.03616,33.85398,33.94322,33.92606,0.27083,0.04362,0.40156,0.06468
243,102.818217,-0.551926,2.19,0.16,0.402,0.93,1.08,73.49,214.97,2.44,19.27,26.25,0.1135,0.1732,1.2546,0.3771,0.355,0.3596,0.1861,0.3113,0.1296,0.1486,0.1422,0.161,0.13294,0.04129,34.26363,34.26529,33.93153,0.16036,0.04981,0.23773,0.07384
244,102.818532,-0.552136,2.69,0.17,0.906,0.89,0.68,59.75,112.62,5.84,21.27,23.85,0.1144,0.1724,1.2721,0.3749,0.347,0.3537,0.185,0.3074,0.1322,0.1462,0.137,0.1639,0.17678,0.03165,33.93505,33.93506,33.93321,0.21325,0.03818,0.3161,0.0566
245,102.818052,-0.550665,2.59,0.16,0.814,0.96,0.49,100.56,340.71,3.0,8.49,22.1,0.1178,0.1749,1.2679,0.3661,0.3464,0.3465,0.1791,0.2963,0.1276,0.152,0.1472,0.1661,0.15609,0.0344,35.74299,35.74481,33.93227,0.18828,0.04149,0.2791,0.06151
246,102.817651,-0.550594,2.68,0.16,0.718,0.78,0.53,45.12,83.63,3.61,14.04,21.21,0.1145,0.176,1.2679,0.357,0.3406,0.3376,0.1835,0.2892,0.1304,0.149,0.15,0.1661,0.17693,0.04109,35.60802,35.61265,33.92968,0.21342,0.04956,0.3164,0.07347
247,102.81852,-0.549583,2.3,0.15,0.51,0.99,0.76,95.38,383.81,3.52,12.57,9.1,0.1111,0.1722,1.2354,0.3847,0.3642,0.3649,0.1854,0.3167,0.1332,0.1542,0.14,0.1576,0.24276,0.03881,36.13451,36.15917,33.93701,0.29284,0.04682,0.43403,0.0694
248,113.43123,-2.17327,2.51,0.17,0.488,1.01,0.43,50.18,269.41,4.55,12.6,16.04,0.0401,0.0734,0.2392,0.1564,0.2236,0.1475,0.1202,0.0538,0.0387,0.0566,0.0507,0.0451,0.20099,0.05069,37.28294,37.28822,39.03107,0.25888,0.06528,0.3189,0.08042
249,113.43216,-2.17326,2.34,0.18,0.508,1.58,0.53,45.42,264.08,5.27,15.91,9.42,0.0327,0.0499,0.1712,0.1072,0.0988,0.0982,0.0787,0.0398,0.0284,0.0392,0.0392,0.0399,0.18623,0.04549,37.68316,37.68848,39.02477,0.23985,0.05859,0.29552,0.07219
250,113.43143,-2.17543,2.21,0.15,0.743,0.81,0.43,52.08,69.55,4.52,9.26,8.64,0.0935,0.1922,0.387,0.379,0.3764,0.3502,0.2867,0.1172,0.0547,0.0862,0.0622,0.0573,0.21296,0.06032,43.66761,43.74704,39.02634,0.27429,0.0777,0.33792,0.09572
251,113.43227,-2.17541,2.48,0.17,0.945,0.9,0.33,47.54,96.45,3.6,11.86,12.34,0.0827,0.1666,0.3158,0.3486,0.3476,0.3209,0.2688,0.1117,0.051,0.079,0.0611,0.0545,0.18814,0.04589,39.69682,39.70065,39.02074,0.24229,0.05909,0.29857,0.07282
252,113.43138,-2.17829,1.85,0.14,0.695,1.03,0.36,31.6,73.8,3.29,10.92,9.62,0.0966,0.196,0.3923,0.404,0.3664,0.3655,0.3011,0.1189,0.0552,0.0819,0.0586,0.0593,0.18236,0.04802,38.55015,38.66793,39.02296,0.23486,0.06185,0.28938,0.07621
253,113.43218,-2.17829,2.01,0.15,0.69,0.38,0.37,38.46,82.74,2.75,12.02,8.38,0.0645,0.1283,0.3509,0.2791,0.2676,0.2542,0.2073,0.0858,0.0442,0.066,0.0545,0.0555,0.22988,0.04962,42.50992,42.55242,39.01746,0.29604,0.0639,0.36484,0.07876
254,113.4338,-2.17328,1.94,0.13,0.333,1.24,0.48,45.3,122.49,3.59,11.09,14.59,0.0335,0.048,0.1647,0.1125,0.0983,0.1042,0.0822,0.0424,0.0294,0.0387,0.0423,0.0395,0.23733,0.04402,37.44077,37.48267,39.01424,0.30561,0.05669,0.37668,0.06988
255,113.43463,-2.17327,2.15,0.15,0.531,1.49,0.58,39.48,141.8,3.93,19.0,12.23,0.0322,0.048,0.1687,0.111,0.0958,0.1046,0.08,0.0421,0.0321,0.0388,0.0408,0.0398,0.24138,0.05277,37.92784,37.93683,39.00883,0.3108,0.06795,0.38316,0.08377
256,113.43376,-2.17543,2.19,0.15,0.575,0.91,0.51,163.11,197.76,4.73,18.27,24.31,0.0352,0.0519,0.1827,0.1153,0.1048,0.1065,0.0862,0.0435,0.0303,0.0402,0.0428,0.0441,0.23285,0.06742,39.40938,39.44402,39.01088,0.29984,0.08682,0.36961,0.10702
257,113.43455,-2.17543,2.06,0.14,0.673,0.75,0.46,38.31,152.38,2.32,14.98,20.83,0.0355,0.0528,0.2018,0.1182,0.1084,0.1119,0.0885,0.0445,0.0323,0.042,0.0414,0.0397,0.32895,0.06301,38.32002,38.34496,39.00628,0.42355,0.08112,0.52219,0.10002
258,113.43357,-2.17832,2.03,0.14,0.545,0.93,0.49,49.81,163.57,3.51,14.02,24.55,0.0401,0.0638,0.224,0.1387,0.1246,0.1298,0.1009,0.0481,0.0327,0.0424,0.0433,0.0487,0.11528,0.05471,37.62849,37.62852,39.00882,0.14843,0.07045,0.18299,0.08685
259,113.43468,-2.17831,2.04,0.14,0.437,0.78,0.53,44.6,162.43,2.4,16.5,15.3,0.0371,0.057,0.1831,0.1248,0.1066,0.1173,0.0901,0.045,0.0319,0.0411,0.0412,0.0464,0.23787,0.04407,38.8606,38.86061,39.00105,0.30626,0.05674,0.37766,0.06997
260,113.43384,-2.18238,2.21,0.17,0.487,1.26,0.64,55.75,163.55,2.86,12.61,10.38,0.091,0.1928,0.3927,0.434,0.3916,0.3893,0.3222,0.1303,0.0558,0.0892,0.0636,0.0586,0.19344,0.05667,39.7788,39.78561,39.00127,0.24905,0.07296,0.30711,0.08997
261,113.43465,-2.18238,1.92,0.15,0.622,0.58,0.47,30.99,124.6,1.59,12.06,11.99,0.0803,0.1671,0.2279,0.4039,0.2856,0.3681,0.303,0.1198,0.046,0.0702,0.0576,0.0567,0.16371,0.05004,36.79744,36.8219,38.99619,0.21076,0.06443,0.25994,0.07946
262,113.43374,-2.18451,2.05,0.14,0.438,1.32,0.5,46.36,148.65,4.25,17.76,26.13,0.0412,0.066,0.2004,0.1413,0.1256,0.1316,0.1077,0.0536,0.0333,0.0447,0.0423,0.0469,0.2336,0.03953,41.64431,41.72647,38.99943,0.30075,0.05089,0.37088,0.06276
263,113.43456,-2.1845,1.79,0.14,0.61,0.21,0.42,44.48,84.08,2.6,10.83,18.96,0.0398,0.0618,0.1891,0.1353,0.1178,0.1246,0.1018,0.051,0.0328,0.0419,0.0452,0.0474,0.23312,0.06451,40.83422,40.94787,38.99372,0.30011,0.08305,0.37016,0.10243
